,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_in9,BILL_AMT9,PAY_AMT9,default
24142,180000,1,1,1,42,-1,1568,1550,0
24143,150000,1,2,1,43,0,122084,5000,0
24144,130000,1,3,1,39,0,51790,390,0
24145,240000,1,2,1,47,0,125055,12400,0
24146,90000,1,2,1,41,0,3014,1757,0
24147,190000,1,2,1,41,0,66506,3000,0
24148,20000,1,1,1,41,0,19796,1507,0
24149,50000,1,2,1,40,0,42511,5000,1
24150,160000,1,1,2,27,-1,1111,1111,0
24151,60000,1,3,2,31,2,31649,0,1
24152,150000,1,1,2,27,0,56918,3000,0
24153,100000,1,1,2,27,2,34694,1900,1
24154,60000,1,2,1,35,2,20195,1700,0
24155,220000,1,1,1,37,-1,8821,20059,0
24156,130000,1,1,2,49,2,68739,3000,1
24157,10000,1,3,2,42,1,8090,0,1
24158,200000,1,3,2,31,0,6492,1050,0
24159,150000,1,3,1,42,0,148826,6000,0
24160,100000,1,1,2,32,0,26650,2000,0
24161,300000,1,2,2,36,2,285177,13003,1
24162,160000,1,1,2,30,1,0,650,1
24163,500000,1,1,2,31,0,30056,6000,0
24164,80000,1,3,2,34,0,72463,7000,1
24165,90000,1,2,1,31,0,77107,20000,0
24166,390000,1,1,1,35,-1,14673,83728,0
24167,30000,1,2,1,40,1,14557,0,1
24168,170000,1,2,1,34,1,-8,0,0
24169,200000,1,1,2,36,2,89082,4000,1
24170,260000,1,1,1,43,-1,1350,0,0
24171,360000,1,1,1,32,-1,7462,2721,0
24172,240000,1,1,1,35,-1,2024,2017,0
24173,100000,1,1,2,31,1,20505,2700,0
24174,90000,1,2,1,39,0,88081,3244,1
24175,290000,1,2,2,38,-1,72607,2003,0
24176,80000,1,3,2,42,0,11204,6922,0
24177,240000,1,1,1,39,-1,14719,3192,0
24178,30000,1,1,2,29,0,17960,1610,0
24179,30000,1,2,1,42,2,29492,1488,0
24180,50000,1,2,2,33,0,18844,1500,1
24181,180000,1,3,1,37,-1,1170,420,1
24182,310000,1,2,1,32,0,11416,5000,0
24183,80000,1,1,2,35,0,52132,3000,0
24184,50000,1,2,1,42,1,49559,0,0
24185,390000,1,3,2,35,0,55213,10000,0
24186,440000,1,1,2,39,0,120448,3939,0
24187,50000,1,2,2,30,1,0,676,0
24188,210000,1,1,1,33,0,154714,4830,0
24189,230000,1,3,2,34,0,137122,6700,0
24190,50000,1,2,1,43,0,27681,1458,0
24191,100000,1,3,2,48,-1,390,780,1
24192,80000,1,1,1,46,2,40509,1000,0
24193,250000,1,3,1,28,0,249827,8500,0
24194,140000,1,3,1,42,0,137952,7000,0
24195,530000,1,1,1,35,0,339912,12188,0
24196,20000,1,1,2,30,2,16855,1000,1
24197,130000,1,1,1,29,0,71051,3000,0
24198,20000,1,3,2,34,1,15526,0,0
24199,50000,1,2,1,38,3,33759,3500,1
24200,470000,1,3,2,37,2,519901,0,1
24201,310000,1,2,2,41,0,369398,10250,0
24202,160000,1,1,1,42,2,14137,0,1
24203,500000,1,2,2,32,0,126599,8000,0
24204,380000,1,2,1,37,0,288908,12036,0
24205,500000,1,1,2,39,-1,22204,83643,0
24206,210000,1,1,2,33,-1,10635,10046,0
24207,60000,1,1,2,28,0,59114,2800,0
24208,200000,1,2,1,44,-1,4735,3679,0
24209,200000,1,1,1,30,2,44411,2000,1
24210,20000,1,2,2,44,1,18330,0,0
24211,100000,1,2,1,39,0,91300,0,0
24212,180000,1,2,1,37,0,102937,5000,0
24213,380000,1,1,1,46,1,0,0,0
24214,50000,1,3,1,28,0,49468,1900,0
24215,200000,1,1,2,32,0,141634,5700,0
24216,200000,1,1,1,41,-1,580,580,1
24217,280000,1,1,2,32,0,217798,10050,0
24218,200000,1,1,1,34,1,0,0,0
24219,150000,1,1,2,30,0,201864,13230,0
24220,360000,1,2,1,31,0,359491,14108,1
24221,420000,1,1,1,40,-1,4110,0,0
24222,10000,1,3,2,34,0,8820,1100,0
24223,100000,1,2,1,30,0,37218,1641,0
24224,180000,1,1,1,45,1,0,0,1
24225,10000,1,3,2,43,0,9545,1117,0
24226,20000,1,3,2,43,0,15921,1280,1
24227,50000,1,1,2,32,0,15068,3500,1
24228,250000,1,1,2,32,-1,55741,74081,0
24229,150000,1,2,1,48,0,118610,4955,0
24230,30000,1,2,2,30,0,29993,1856,0
24231,500000,1,1,1,31,0,400780,30000,0
24232,120000,1,1,2,31,0,64670,5000,0
24233,340000,1,3,1,44,0,109424,4032,0
24234,20000,1,2,2,44,0,19696,203,0
24235,20000,1,2,1,37,0,11551,1102,0
24236,20000,1,3,2,33,1,16247,0,0
24237,220000,1,1,2,34,0,14588,5021,0
24238,20000,1,2,1,34,0,2799,2005,0
24239,280000,1,2,1,30,-1,652,0,0
24240,400000,1,1,1,49,-1,38810,58265,0
24241,310000,1,1,2,45,0,313268,10010,0
24242,30000,1,1,1,37,0,29104,2000,1
24243,80000,1,2,2,38,0,73171,5000,0
24244,340000,1,3,1,43,0,251135,22000,0
24245,180000,1,1,1,41,1,114952,6000,1
24246,100000,1,1,1,31,0,30505,1509,1
24247,50000,1,3,2,44,0,49911,1762,0
24248,360000,1,2,2,33,0,60219,22694,0
24249,50000,1,2,2,39,0,26842,2500,0
24250,150000,1,2,1,35,0,129564,10076,0
24251,20000,1,3,1,30,0,19131,1500,0
24252,150000,1,1,1,44,0,152375,5005,1
24253,50000,1,3,1,42,0,45220,1800,0
24254,500000,1,2,1,40,-1,1010,4682,0
24255,270000,1,2,1,49,0,157713,7100,0
24256,110000,1,2,2,42,0,53113,5150,0
24257,280000,1,2,2,31,0,136798,4528,0
24258,200000,1,2,1,33,-1,2104,1003,0
24259,30000,1,2,2,37,2,25811,3700,1
24260,130000,1,3,1,44,0,124716,6789,0
24261,440000,1,1,2,33,-1,2976,16911,0
24262,170000,1,2,1,37,1,77959,0,0
24263,50000,1,1,2,38,0,50620,3000,0
24264,120000,1,3,1,40,-1,32161,64308,0
24265,500000,1,1,2,37,0,50140,1862,0
24266,120000,1,1,2,31,-1,15665,2647,0
24267,180000,1,2,1,33,0,65226,10000,0
24268,20000,1,2,2,30,0,7534,2000,0
24269,160000,1,2,1,39,0,14658,1258,1
24270,180000,1,2,2,30,-1,3229,0,0
24271,200000,1,1,2,32,-1,1125,2182,1
24272,210000,1,2,1,39,-1,1443,1443,0
24273,70000,1,2,2,30,1,0,11609,0
24274,280000,1,2,2,38,2,163675,9000,1
24275,120000,1,3,2,31,1,-94,3,1
24276,260000,1,1,2,45,-1,6062,0,0
24277,340000,1,1,2,31,0,342299,14000,0
24278,260000,1,1,2,29,0,56050,6000,0
24279,140000,1,1,2,29,0,34052,1553,0
24280,140000,1,2,1,36,1,119279,10000,0
24281,200000,1,2,1,38,1,185471,9000,0
24282,50000,1,2,2,43,0,29308,2000,1
24283,130000,1,2,2,27,0,21920,1400,0
24284,130000,1,1,2,27,0,71668,2000,0
24285,50000,1,2,2,28,0,26538,1500,0
24286,20000,1,3,1,28,0,19794,1304,0
24287,390000,1,1,2,28,0,18891,6000,0
24288,50000,1,2,2,28,2,45769,2500,0
24289,30000,1,2,2,29,1,24180,0,0
24290,180000,1,1,2,31,-1,6383,3200,0
24291,120000,1,1,2,33,2,52053,2000,1
24292,450000,1,1,2,34,-1,12712,1830,0
24293,20000,1,1,2,34,0,19569,1000,1
24294,350000,1,2,2,40,0,28194,1500,0
24295,180000,1,3,2,44,0,172064,8000,0
24296,410000,1,2,1,41,0,392906,16000,0
24297,50000,1,3,1,36,0,44917,2061,0
24298,430000,1,3,1,36,0,35488,5000,0
24299,180000,1,1,2,35,0,52160,3022,0
24300,200000,1,1,1,35,0,29675,9000,0
24301,160000,1,2,1,35,2,155327,8000,1
24302,100000,1,2,1,47,0,72703,2653,0
24303,140000,1,2,2,44,2,84371,3046,1
24304,120000,1,2,1,43,-1,3972,2816,0
24305,360000,1,1,2,37,1,-2,515,0
24306,120000,1,1,1,41,0,115467,2000,1
24307,310000,1,1,1,37,-1,46916,5545,0
24308,160000,1,2,1,46,0,116988,4200,0
24309,50000,1,2,1,48,2,79262,3278,1
24310,300000,1,2,1,40,0,25492,3000,0
24311,500000,1,3,1,43,0,57313,4060,0
24312,230000,1,2,1,39,1,-430,18675,0
24313,300000,1,3,1,45,-1,836,390,0
24314,280000,1,2,1,45,-1,1207,1207,0
24315,20000,1,3,2,47,-1,3897,1004,0
24316,360000,1,1,1,37,-1,5225,6,0
24317,250000,1,1,1,35,0,70767,10000,0
24318,120000,1,1,1,45,0,118287,5700,0
24319,50000,1,3,1,47,0,11752,2000,0
24320,470000,1,3,2,31,-1,8748,3500,0
24321,80000,1,2,1,45,-1,10290,40000,0
24322,110000,1,2,2,29,0,31327,2000,0
24323,280000,1,2,2,30,0,261602,10000,0
24324,170000,1,3,1,45,-1,34778,10000,0
24325,60000,1,2,1,41,1,-1582,59852,0
24326,180000,1,2,1,36,0,184661,7000,0
24327,150000,1,2,1,40,0,142326,4500,1
24328,50000,1,3,2,37,-1,20248,45535,0
24329,50000,1,1,1,45,-1,390,390,1
24330,80000,1,2,1,43,0,78726,3000,0
24331,170000,1,2,2,31,0,172012,168019,0
24332,50000,1,3,1,44,0,19951,1282,0
24333,140000,1,2,1,40,0,139282,4945,1
24334,350000,1,2,1,36,0,32596,1000,1
24335,20000,1,2,1,45,-1,836,836,0
24336,170000,1,1,2,32,2,2097,0,1
24337,20000,1,3,2,40,0,17613,1590,1
24338,240000,1,2,1,44,0,23904,1400,0
24339,50000,1,2,1,40,0,31852,1600,1
24340,230000,1,2,1,41,0,301038,9405,1
24341,100000,1,1,1,35,1,3515,10,0
24342,300000,1,1,2,45,-1,3016,0,0
24343,90000,1,2,1,42,0,87104,5000,1
24344,210000,1,1,2,32,0,218742,10000,0
24345,50000,1,2,2,44,0,10101,1300,0
24346,400000,1,2,1,46,0,113125,8000,0
24347,150000,1,1,2,32,2,126115,6300,0
24348,500000,1,1,1,35,2,510367,24913,1
24349,300000,1,2,2,38,1,0,1560,1
24350,300000,1,1,1,45,1,0,0,0
24351,150000,1,1,2,33,-1,6146,0,0
24352,410000,1,1,2,32,0,198954,7000,0
24353,80000,1,1,2,33,0,77244,3492,0
24354,50000,1,3,2,33,0,8949,1030,0
24355,150000,1,2,1,33,2,1033,1550,1
24356,20000,1,1,1,33,0,20276,1326,0
24357,200000,1,1,2,33,-1,12202,4994,0
24358,110000,1,2,2,42,0,80338,5000,0
24359,230000,1,2,2,41,2,225043,10000,1
24360,50000,1,2,1,49,1,17371,1000,1
24361,50000,1,2,2,49,1,47360,0,0
24362,50000,1,1,1,49,-1,25801,0,0
24363,310000,1,1,1,50,-1,396,396,0
24364,10000,1,2,1,49,1,-20,800,1
24365,100000,1,3,1,50,2,66204,0,0
24366,300000,1,2,1,46,-1,1413,15480,0
24367,500000,1,3,1,49,0,260991,7890,0
24368,10000,1,3,1,51,1,0,950,0
24369,70000,1,3,1,50,0,68725,3220,0
24370,110000,1,2,1,50,1,-10682,62000,0
24371,250000,1,2,1,50,0,238215,9000,0
24372,550000,1,3,1,50,2,491810,51500,1
24373,390000,1,1,2,47,-1,898,0,0
24374,20000,1,2,1,47,2,17305,1295,1
24375,360000,1,2,1,50,0,221855,46000,0
24376,60000,1,2,1,50,-1,7888,14026,0
24377,150000,1,2,1,51,2,17307,0,1
24378,360000,1,3,1,49,0,170792,5729,0
24379,50000,1,1,2,49,0,48960,2255,0
24380,170000,1,1,1,50,1,152495,7200,0
24381,300000,1,2,1,51,1,198235,0,0
24382,150000,1,3,2,51,-1,3958,3146,0
24383,50000,1,1,2,54,2,9159,1500,0
24384,10000,1,3,2,56,2,10156,0,0
24385,100000,1,3,1,54,2,81507,3900,1
24386,300000,1,1,1,58,2,148265,14000,1
24387,30000,1,2,1,57,0,24911,1750,1
24388,90000,1,1,2,52,0,91671,4508,0
24389,30000,1,3,2,53,0,29683,1426,0
24390,140000,1,3,1,53,0,133167,5400,0
24391,50000,1,1,2,53,0,49512,1771,0
24392,30000,1,2,1,49,0,29707,2000,0
24393,160000,1,3,1,51,0,4042,1000,1
24394,10000,1,3,1,57,0,7525,1276,0
24395,170000,1,2,1,57,-1,792,0,1
24396,50000,1,1,1,48,0,48096,2300,0
24397,500000,1,3,1,53,-1,5008,1,0
24398,500000,1,3,1,55,2,613860,37300,1
24399,20000,1,2,1,59,3,6015,2000,1
24400,20000,1,2,1,52,0,16361,1285,0
24401,500000,1,1,1,58,1,65005,0,0
24402,20000,1,3,2,62,0,16303,1286,0
24403,190000,1,2,2,56,0,105046,2777,0
24404,160000,1,2,2,59,0,86249,5000,0
24405,170000,1,1,2,51,0,201851,6873,1
24406,80000,1,2,1,54,0,80449,2779,1
24407,180000,1,2,1,57,0,182329,9000,0
24408,50000,1,3,2,51,2,51264,68,1
24409,70000,1,2,2,62,6,112202,0,0
24410,20000,1,2,1,55,0,10301,2750,1
24411,330000,1,2,1,48,-1,933,12701,0
24412,140000,1,3,1,59,-1,2859,3447,0
24413,20000,1,2,1,55,0,15793,1300,0
24414,70000,1,3,1,53,-1,712,712,0
24415,240000,1,2,2,67,0,542827,20225,0
24416,460000,1,2,1,52,0,177520,8000,0
24417,80000,1,1,2,56,0,89088,3400,1
24418,20000,1,2,2,56,0,15397,3000,0
24419,200000,1,3,1,54,0,1749,3000,1
24420,200000,1,2,1,51,2,206,2522,1
24421,420000,1,3,1,53,-1,3717,5,0
24422,130000,1,2,2,54,0,30184,2419,0
24423,110000,1,2,1,51,0,54051,1972,1
24424,360000,1,2,1,51,-1,14093,10575,0
24425,50000,1,2,1,56,1,48141,3739,0
24426,70000,1,3,1,54,0,64527,2519,0
24427,420000,1,3,1,59,0,24389,1733,0
24428,50000,1,3,1,57,0,49543,1500,0
24429,450000,1,2,1,55,2,2500,0,1
24430,50000,1,2,1,56,0,38111,2966,0
24431,20000,1,3,1,53,3,15507,0,1
24432,250000,1,1,1,51,3,2487,0,1
24433,240000,1,3,1,57,0,224736,9573,0
24434,50000,1,3,1,52,0,47594,2200,1
24435,180000,1,3,1,65,0,191309,175100,1
24436,250000,1,1,1,71,0,173907,6504,0
24437,30000,1,3,2,52,0,25686,2500,0
24438,50000,1,3,1,55,0,40247,1800,1
24439,20000,1,2,1,62,1,17539,1612,0
24440,260000,1,3,1,52,0,187581,7299,1
24441,130000,1,3,1,54,-1,193,2520,0
24442,490000,1,2,1,51,1,-16,0,1
24443,150000,1,3,1,52,2,142903,13312,1
24444,30000,1,3,1,53,1,18361,2500,1
24445,50000,1,2,2,54,1,0,0,1
24446,330000,1,3,1,53,0,141061,3856,0
24447,330000,1,2,1,52,0,171004,6199,0
24448,140000,1,3,1,56,2,90462,4212,1
24449,40000,1,2,1,55,1,-150,0,1
24450,80000,1,2,2,59,2,24756,5500,1
24451,730000,1,3,1,56,0,746814,20500,0
24452,180000,1,1,1,63,0,157932,7000,0
24453,190000,1,3,1,64,0,65666,3800,0
24454,50000,1,3,2,57,-1,390,1726,0
24455,230000,1,1,1,56,0,38349,1933,0
24456,20000,1,3,1,53,0,19084,1300,0
24457,130000,1,2,2,56,0,121165,4000,0
24458,360000,1,1,1,57,1,0,0,0
24459,100000,1,2,1,52,1,15420,2000,0
24460,180000,1,3,2,55,0,193095,6900,0
24461,210000,1,2,1,53,1,-197,3392,0
24462,340000,1,2,1,53,0,342617,12604,1
24463,20000,1,1,1,52,0,21192,1600,0
24464,500000,1,1,1,54,0,493251,18725,0
24465,50000,1,3,1,54,0,47722,2100,0
24466,260000,1,1,1,59,-1,1929,627,0
24467,40000,1,3,1,50,1,35879,0,1
24468,30000,1,2,2,60,0,23575,1398,0
24469,240000,1,1,1,55,1,99259,0,1
24470,320000,1,1,2,55,2,200545,9600,1
24471,200000,1,2,1,58,-1,1877,151,0
24472,360000,1,1,1,51,-1,2782,5636,0
24473,110000,1,2,2,51,0,25707,1400,1
24474,80000,1,3,1,52,1,77185,5000,1
24475,200000,1,1,1,52,1,-768,0,0
24476,100000,1,3,1,56,-1,390,390,1
24477,160000,1,3,2,53,-1,791,9173,0
24478,140000,1,1,1,55,1,0,0,1
24479,300000,1,2,1,55,0,69994,2552,0
24480,50000,1,3,1,59,1,48504,0,0
24481,50000,2,2,1,29,0,49895,1867,1
24482,50000,2,1,1,29,0,50737,1818,0
24483,50000,2,2,1,34,0,11340,3200,0
24484,50000,2,2,1,38,0,51400,0,1
24485,210000,2,1,2,29,-1,2783,1088,0
24486,150000,2,1,2,26,0,24242,1700,0
24487,80000,2,1,2,26,2,37097,2000,1
24488,100000,2,1,2,28,0,4864,5800,0
24489,20000,2,2,2,27,0,18854,1292,0
24490,100000,2,2,2,28,0,50697,1959,0
24491,30000,2,2,2,22,0,30028,2634,0
24492,150000,2,2,1,26,0,81638,2481,0
24493,60000,2,2,1,24,0,62786,2212,1
24494,140000,2,3,2,26,0,93384,3514,0
24495,80000,2,1,2,25,0,53685,3291,0
24496,200000,2,2,2,26,0,153900,0,0
24497,50000,2,2,1,26,0,43800,2043,0
24498,50000,2,2,2,25,2,33995,1800,1
24499,100000,2,2,2,26,1,6056,0,1
24500,190000,2,2,2,24,0,15740,106602,0
24501,120000,2,2,2,27,2,120649,6000,1
24502,20000,2,1,2,22,0,16917,3500,0
24503,30000,2,2,2,22,1,16549,1500,0
24504,20000,2,3,2,22,2,16381,0,1
24505,20000,2,2,2,22,0,15247,1575,1
24506,80000,2,2,2,22,0,1742,1200,0
24507,80000,2,2,2,23,-1,78379,3015,0
24508,50000,2,1,2,23,-1,3430,2548,0
24509,80000,2,1,2,23,2,84052,7100,1
24510,50000,2,1,2,23,0,49593,2200,0
24511,50000,2,2,2,24,-1,594,0,0
24512,80000,2,2,2,24,-1,386,1396,0
24513,20000,2,2,1,24,1,19242,3200,1
24514,70000,2,3,2,24,0,8391,2000,0
24515,130000,2,2,2,23,0,8690,1000,0
24516,10000,2,2,2,21,2,6795,3905,1
24517,50000,2,2,1,23,2,54866,1000,1
24518,50000,2,1,2,23,0,9978,3000,0
24519,20000,2,2,2,22,0,15090,1500,0
24520,80000,2,1,2,22,-1,1807,133,0
24521,70000,2,2,1,23,0,69951,3200,1
24522,10000,2,2,2,22,1,0,0,0
24523,120000,2,2,2,23,0,39517,4000,0
24524,20000,2,2,2,23,0,15071,1266,0
24525,50000,2,2,2,23,-1,865,1202,0
24526,20000,2,1,2,24,0,14273,1183,0
24527,40000,2,2,2,23,0,39402,2000,0
24528,80000,2,1,2,23,0,78366,2540,0
24529,20000,2,2,2,24,1,4697,0,1
24530,130000,2,2,1,24,0,66072,3000,0
24531,100000,2,2,1,24,-1,53309,7500,0
24532,120000,2,2,2,24,0,93338,3261,0
24533,50000,2,3,2,24,0,48658,1900,0
24534,190000,2,2,2,24,0,183821,9000,0
24535,50000,2,1,2,25,0,20916,5000,0
24536,20000,2,3,1,54,2,14381,2350,0
24537,50000,2,1,2,23,1,-697,12058,0
24538,50000,2,1,2,23,0,15252,2200,0
24539,80000,2,2,2,22,2,53023,0,1
24540,10000,2,3,2,22,2,7720,2500,1
24541,50000,2,2,2,22,0,18293,1315,0
24542,50000,2,2,2,22,0,50635,1760,1
24543,50000,2,2,2,23,2,49441,1998,0
24544,20000,2,2,2,22,1,0,0,0
24545,60000,2,1,2,27,2,19341,900,1
24546,50000,2,2,2,23,-1,9101,1502,0
24547,50000,2,2,2,23,0,47559,1784,1
24548,20000,2,2,2,21,-1,390,780,0
24549,20000,2,2,2,23,0,14418,5000,1
24550,80000,2,3,1,23,2,22852,3200,1
24551,50000,2,3,2,24,0,10901,22514,1
24552,120000,2,2,2,24,0,27491,3000,0
24553,50000,2,1,2,24,0,43219,2400,0
24554,110000,2,1,2,24,1,115527,0,1
24555,30000,2,2,2,24,1,26690,2000,0
24556,110000,2,2,2,23,2,1587,1000,1
24557,20000,2,2,2,23,0,15675,4492,0
24558,50000,2,2,2,23,0,47654,2000,0
24559,50000,2,1,2,24,0,48483,4500,1
24560,50000,2,2,2,24,0,43638,2200,0
24561,20000,2,2,2,22,2,20549,1400,0
24562,200000,2,2,1,36,0,184697,8001,0
24563,30000,2,1,2,24,-1,1991,2000,0
24564,130000,2,3,1,23,0,109592,5733,0
24565,20000,2,2,2,24,0,4261,7830,0
24566,20000,2,1,2,23,-1,19364,1358,0
24567,60000,2,2,1,23,0,59408,2230,0
24568,30000,2,1,2,24,0,27660,2000,0
24569,30000,2,2,2,22,2,27987,1420,1
24570,120000,2,2,2,24,0,55829,2000,0
24571,30000,2,2,2,24,0,20367,2000,0
24572,30000,2,1,2,24,0,26094,1440,0
24573,60000,2,2,1,24,0,23851,1700,1
24574,50000,2,2,2,25,0,45688,2500,1
24575,30000,2,2,2,25,0,8935,1165,0
24576,270000,2,1,2,25,-1,4999,5588,0
24577,360000,2,1,2,25,0,160411,6200,0
24578,450000,2,3,2,26,0,28765,1714,0
24579,50000,2,1,2,25,-1,9040,0,0
24580,50000,2,3,2,25,0,27232,1439,0
24581,120000,2,1,2,25,0,58106,2000,0
24582,40000,2,1,2,26,1,7904,0,1
24583,140000,2,2,1,24,0,62755,2285,0
24584,30000,2,2,2,25,-1,415,150,0
24585,30000,2,2,2,25,0,15493,1500,0
24586,30000,2,1,2,25,2,29335,4000,1
24587,30000,2,2,1,25,0,25530,1500,0
24588,110000,2,1,2,25,2,2729,4340,1
24589,50000,2,1,2,24,1,33385,3000,0
24590,130000,2,2,2,24,0,135466,4139,0
24591,50000,2,2,2,25,0,47431,2000,1
24592,150000,2,1,2,25,0,87822,2575,0
24593,30000,2,2,2,25,0,21020,2000,1
24594,50000,2,2,2,23,0,15167,1523,0
24595,20000,2,2,1,23,0,17049,15000,0
24596,230000,2,2,2,24,0,64929,6000,0
24597,50000,2,2,2,24,0,5819,2555,0
24598,130000,2,2,2,23,0,44930,6000,0
24599,20000,2,1,2,25,1,0,891,0
24600,80000,2,3,1,26,0,69489,2600,0
24601,100000,2,1,2,24,0,84895,3513,0
24602,90000,2,2,2,24,2,89346,4100,1
24603,20000,2,1,2,24,-1,440,4023,0
24604,140000,2,2,1,24,2,1536,696,1
24605,150000,2,1,2,24,-1,291,291,1
24606,140000,2,1,2,24,2,778,980,0
24607,50000,2,2,2,24,2,23497,1395,0
24608,30000,2,3,2,24,1,0,0,0
24609,80000,2,1,2,23,-1,326,0,0
24610,30000,2,2,1,23,0,21710,1670,1
24611,90000,2,2,2,23,0,28120,5000,0
24612,80000,2,2,2,25,0,47836,2000,0
24613,30000,2,2,2,25,3,9095,1500,1
24614,20000,2,1,2,24,0,19335,1415,0
24615,30000,2,2,1,24,0,3740,1100,0
24616,80000,2,1,2,24,1,2254,0,0
24617,90000,2,2,2,23,0,88015,5640,0
24618,50000,2,2,2,25,0,46895,2000,0
24619,20000,2,1,2,22,2,13718,1550,1
24620,10000,2,2,2,22,0,6488,1282,0
24621,80000,2,3,2,23,0,66909,2451,0
24622,60000,2,2,2,25,0,75932,3121,1
24623,50000,2,1,2,25,0,50051,1754,0
24624,30000,2,3,2,22,0,30136,1335,0
24625,30000,2,2,2,23,2,34048,0,0
24626,10000,2,1,2,24,0,6632,2000,0
24627,50000,2,1,2,26,-1,5052,0,0
24628,290000,2,1,2,24,0,11157,0,0
24629,100000,2,1,1,24,0,10376,26404,0
24630,40000,2,3,1,26,2,33811,1700,1
24631,130000,2,2,2,26,2,130535,6000,1
24632,100000,2,2,1,26,0,1962,3000,0
24633,110000,2,1,2,23,0,78793,3400,0
24634,150000,2,2,2,23,0,58757,2714,0
24635,100000,2,1,2,23,-1,4802,4806,0
24636,50000,2,1,2,23,1,50638,0,1
24637,50000,2,2,2,22,0,50180,2100,0
24638,50000,2,2,1,22,0,47718,2106,0
24639,60000,2,2,2,23,0,48413,5000,1
24640,40000,2,2,2,23,0,18653,2000,0
24641,50000,2,3,1,25,2,51243,0,1
24642,80000,2,3,2,25,0,79986,3000,0
24643,50000,2,2,1,24,0,20173,1500,0
24644,10000,2,2,2,22,-1,3646,4000,0
24645,50000,2,2,2,24,0,30344,20002,0
24646,180000,2,2,1,24,0,6272,0,0
24647,50000,2,1,2,25,1,0,0,1
24648,50000,2,2,1,25,-1,8731,2463,0
24649,80000,2,2,2,24,0,77883,3500,0
24650,150000,2,2,2,26,0,69169,3083,0
24651,120000,2,1,2,24,-1,2946,384,1
24652,80000,2,2,1,24,2,3177,0,1
24653,240000,2,2,2,24,0,75830,1480,0
24654,30000,2,2,2,24,0,27465,3700,0
24655,150000,2,1,2,25,0,30305,10190,0
24656,50000,2,1,2,25,0,41892,3000,0
24657,50000,2,2,1,24,0,25562,10000,0
24658,230000,2,1,2,24,-1,5883,7000,0
24659,90000,2,2,2,24,0,84137,3210,0
24660,90000,2,1,2,25,0,6090,1500,0
24661,230000,2,2,1,25,0,9167,1392,0
24662,230000,2,2,2,25,0,95544,4200,0
24663,420000,2,2,2,25,0,17685,30553,0
24664,50000,2,1,2,25,0,30587,1800,0
24665,70000,2,2,2,24,0,67897,3000,0
24666,30000,2,1,2,25,0,27396,1753,0
24667,60000,2,2,2,24,2,47210,0,1
24668,100000,2,2,2,25,0,100778,4000,0
24669,420000,2,3,2,25,2,68394,5620,0
24670,160000,2,3,2,26,0,19542,10000,0
24671,260000,2,1,2,26,0,238110,10368,0
24672,280000,2,2,1,26,0,6056,1200,0
24673,70000,2,2,2,24,0,36175,0,0
24674,50000,2,1,2,26,2,47068,0,1
24675,100000,2,2,2,26,2,30067,7500,1
24676,100000,2,1,1,28,1,11059,0,0
24677,290000,2,1,2,26,-1,55758,5029,0
24678,180000,2,1,2,26,-1,3000,0,0
24679,300000,2,2,1,25,1,237155,102,1
24680,80000,2,2,2,25,0,34984,3015,0
24681,90000,2,2,1,25,0,58502,3043,0
24682,500000,2,2,2,29,0,433792,13678,1
24683,40000,2,1,2,25,-1,20216,8851,0
24684,170000,2,3,2,26,2,63977,2550,0
24685,30000,2,2,2,25,0,14045,1555,0
24686,100000,2,2,2,28,0,1506,89,1
24687,50000,2,2,2,28,1,0,0,0
24688,360000,2,2,1,26,-1,4183,6501,0
24689,220000,2,1,2,26,0,29452,5000,0
24690,110000,2,1,2,26,0,113284,5200,0
24691,310000,2,2,2,26,0,219155,10000,0
24692,50000,2,2,2,27,-1,45750,1655,0
24693,50000,2,1,2,26,1,-18,0,0
24694,200000,2,1,2,26,0,29339,2000,0
24695,120000,2,2,1,27,0,50620,1000,0
24696,80000,2,2,1,27,1,81841,15,1
24697,320000,2,2,2,27,0,228129,100741,0
24698,210000,2,1,2,27,-1,4426,0,0
24699,90000,2,2,2,26,2,88103,8300,1
24700,170000,2,1,2,26,0,172523,8000,0
24701,360000,2,2,2,26,2,2143,1000,0
24702,500000,2,3,2,26,0,16162,3000,0
24703,300000,2,2,2,26,0,212323,8420,0
24704,130000,2,2,2,26,1,99290,0,1
24705,260000,2,1,2,26,0,144112,5033,0
24706,100000,2,3,2,27,0,89312,3000,0
24707,70000,2,2,2,26,0,65229,3000,0
24708,100000,2,2,1,26,0,95087,3965,1
24709,80000,2,1,2,26,0,1238,376,0
24710,100000,2,1,2,25,2,97570,4100,1
24711,70000,2,1,2,24,0,47220,2000,0
24712,170000,2,1,2,27,2,169057,7500,0
24713,30000,2,1,2,26,-1,9600,0,0
24714,20000,2,3,2,26,1,18025,0,0
24715,180000,2,1,2,26,-1,17517,28000,0
24716,30000,2,2,1,27,2,20581,1700,1
24717,80000,2,1,2,27,0,82150,3463,0
24718,60000,2,2,2,27,0,27921,2500,0
24719,150000,2,1,2,26,0,151812,7005,0
24720,50000,2,3,2,23,2,46913,1938,0
24721,360000,2,1,1,27,1,0,0,0
24722,70000,2,3,1,26,2,71832,3275,0
24723,50000,2,1,2,27,2,48064,3000,1
24724,90000,2,1,2,28,1,52061,79,1
